Latitude,Longitude,Kommune,Navn,Takster,Tilbudstyper,Pladser_på_tilbudstypen,Adresse,Kontaktperson,Pladser,Leder,Driftsherre,Virksomhedens_navn,Virksomhedsform,CVR,Tilsynsførende_myndighed,Årsomsætning,Soliditetsgrad,Overskud,Overskud_vs_omsætning,Løn_leder,Løn_personale,Løn_administration,Omkostninger_eksternt,Bestyrelseshonorarer,Løn_vs_omsætning,Omkostninger_til_kompetenceudvikling_vs_omsætning,Ejendomsomkostninger_vs_omsætning
55.732951,12.418954,Herlev Kommune,Botilbud Højsletten §108 pladser (Botilbud Højsletten),Fra 531 - 2.677 kr.,"Botilbud til længerevarende ophold, § 108","24 - Botilbud til længerevarende ophold, § 108","Højsletten 41
    

    2730 Herlev","Line Ravn Jensen

                line.ravn.jensen@herlev.dk
                
                    Telefon: 24945754","Botilbud til længerevarende ophold, § 108
    
    
        
            24 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Botilbuddet Højsletten har godkendelse til fleksibel brug af op til 3 pladser til enten §107 eller § 108 pladser.
de øvrige 21 pladser vil altid være §108","Line Ravn Jensen
    

    line.ravn.jensen@herlev.dk
    
        Telefon: 24945754",Tilbuddet selv,Herlev Kommune,Primærkommune,63640719,"EAN-nummer
    
        5798008770227",23.156.036 kr.,,538.858 kr.,"2,33 %",409.886 kr.,15.220.454 kr.,560.656 kr.,2.072.418 kr.,0 kr.,"82,62 %","0,61 %","3,75 %"
55.967624,9.387173,Ikast-Brande Kommune,"Satelitten (Center for Udviklingshandicap Syd, afd. Bellisbo)",Fra 952 - 3.502 kr.,"Botilbud til længerevarende ophold, § 108","3 - Botilbud til længerevarende ophold, § 108","Bellisvej 5A
    

    8766 Nørre Snede","Sidsel Marie Nielsen

                simni@ikast-brande.dk
                
                    Telefon: 99603752","Botilbud til længerevarende ophold, § 108
    
    
        
            3 pladser -
            ingen ledige","Sidsel Marie Nielsen
    

    simni@ikast-brande.dk
    
        Telefon: 99603752",Tilbuddet selv,Ikast-Brande Kommune,Primærkommune,29189617,"EAN-nummer
    
        5798005571445",12.971.000 kr.,,-594.000 kr.,"-4,58 %",168.097 kr.,9.436.967 kr.,265.914 kr.,1.439.830 kr.,0 kr.,"90,67 %","0,91 %","2,45 %"
55.291558,11.419119,Slagelse Kommune,Langebjerggaard ASF-Botilbud - Nyvej (Langebjerggaard ASF-Botilbud),"Fra 9.078,29 - 14.770,28 kr.","Botilbud til længerevarende ophold, § 108","2 - Botilbud til længerevarende ophold, § 108","Nyvej 10
    

    4261 Dalmose","Jesper William Svare

                jesper@langebjerggaard.dk
                
                    Telefon: 21641336","Botilbud til længerevarende ophold, § 108
    
    
        
            2 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Der findes 1 plads i stueetage og 1 plads på første sal. Begge er med eget værelse, toilet/bad og køkken samt fælles aktivitetsrum. I takst 2 er planlagt 2 personale sammen med borger, af hensyn til personalets sikkerhed, og for at sikre et godt arbejdsmiljø omkring borger. Dette vil reducere konfliktniveaus, og være forebyggende i forhold til at undgå magtanvendelser ved voldsom udadreagerende adfærd.","Jesper William Svare
    

    jesper@langebjerggaard.dk
    
        Telefon: 21641336",Tilbuddet selv,LANGEBJERGGAARD APS,Anpartsselskab,38279009,Socialtilsyn Hovedstaden,16.528.268 kr.,"44,84 %",961.348 kr.,"5,82 %",464.652 kr.,10.673.946 kr.,588.086 kr.,566.086 kr.,18.000 kr.,"76,59 %","0,88 %","3,76 %"
54.677269,11.759911,Guldborgsund Kommune,HabitusHuset Valtersvej (HabitusHusene Toreby),"Fra 23.564,75 - 23.564,75 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Valtersvej 3
    

    4880 Nysted","Elizabeth Haizmann Bergstrøm

                ehb@habitus.dk
                
                    Telefon: 20610241","Botilbud til længerevarende ophold, § 108
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Pladsen er fleksibelt godkendt jf. SEL §§107/108.","Marlene Hansen
    

    maha@habitus.dk
    
        Telefon: 25844283",Tilbuddet selv,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,,,,,,,,,,,,
54.664277,11.358388,Lolland Kommune,Havnegade 71 (Bo og Naboskab Sydlolland),Fra 17.515 - 17.515 kr.,"Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Havnegade 71
    

    4970 Rødby","Kjeld Saul

                ksau@regionsjaelland.dk
                
                    Telefon: 24826882","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Kjeld Saul
    

    ksau@regionsjaelland.dk
    
        Telefon: 24826882",Tilbuddet selv,Region Sjælland,Region,29190658,"EAN-nummer
    
        5798001865050",95.819.988 kr.,,93.414 kr.,"0,1 %",956.690 kr.,66.172.073 kr.,8.074.955 kr.,1.290.870 kr.,0 kr.,"85,64 %","0,64 %",7 %
55.222624,12.05461,Faxe Kommune,Habitus Huset Hylledevej 24 (Habitus Huset Sølyst),"Fra 21.333,35 - 21.333,35 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Hylledevej 24
    

    4683 Rønnede","Elizabeth Bergstrøm

                ehb@habitus.dk
                
                    Telefon: 20610241","Botilbud til længerevarende ophold, § 108
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Mark Sauer
    

    msa@habitus.dk
    
        Telefon: 25844213",HabitusHuset Sølyst ApS,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,36.141.048 kr.,"28,3 %",2.102.384 kr.,"5,82 %",589.626 kr.,19.720.538 kr.,267.464 kr.,3.284.926 kr.,34.996 kr.,"68,78 %","2,2 %","6,8 %"
54.868143,11.739102,Guldborgsund Kommune,Skovvænget 18 (Atriumfonden),"Fra 13.118,45 - 13.118,45 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Skovvænget 18
    

    4862 Guldborg","Per Bonde

                post@atriumfonden.dk
                
                    Telefon: 24202030","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Enkeltmandstilbud","Per Bonde
    

    post@atriumfonden.dk
    
        Telefon: 24202030",Tilbuddet selv,Atriumfonden,Øvrige virksomhedsformer,27700225,Socialtilsyn Øst,25.539.420 kr.,74 %,-1.150.328 kr.,"-4,5 %",834.946 kr.,15.777.738 kr.,1.984.491 kr.,2.643.843 kr.,100.000 kr.,"86,23 %","2,11 %","7,74 %"
55.685294,11.306329,Kalundborg Kommune,"Afd. Tuen, Tuevej 4, 4470 Svebølle (Huset ved Skoven)","Fra 9.943,54 - 9.943,54 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Vilhelmshøjvej 18
    

    4593 Eskebjerg","Pernille Andersen

                info@husetvedskoven.dk
                
                    Telefon: 30623223","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Pernille Andersen
    

    info@husetvedskoven.dk
    
        Telefon: 30623223",Tilbuddet selv,S/I Huset ved Skoven,Øvrige virksomhedsformer,35088458,Socialtilsyn Øst,63.910.848 kr.,"33,48 %",-1.071.103 kr.,"-1,68 %",860.513 kr.,38.607.542 kr.,1.481.956 kr.,6.120.582 kr.,184.587 kr.,"85,83 %","0,98 %","6,11 %"
55.685294,11.306329,Kalundborg Kommune,"Afd. Høng, Bøstrupvej 45 4270 Høng (Huset ved Skoven)","Fra 13.251,06 - 13.251,06 kr.","Botilbud til længerevarende ophold, § 108","3 - Botilbud til længerevarende ophold, § 108","Vilhelmshøjvej 18
    

    4593 Eskebjerg","Pernille Andersen

                info@husetvedskoven.dk
                
                    Telefon: 30623223","Botilbud til længerevarende ophold, § 108
    
    
        
            3 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Pernille Andersen
    

    info@husetvedskoven.dk
    
        Telefon: 30623223",Tilbuddet selv,S/I Huset ved Skoven,Øvrige virksomhedsformer,35088458,Socialtilsyn Øst,63.910.848 kr.,"33,48 %",-1.071.103 kr.,"-1,68 %",860.513 kr.,38.607.542 kr.,1.481.956 kr.,6.120.582 kr.,184.587 kr.,"85,83 %","0,98 %","6,11 %"
54.663218,11.353268,Lolland Kommune,Højbovej 5 1.sal (Bo og Naboskab Sydlolland),Fra 2.034 - 5.498 kr.,"Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Højbovej 3A
    

    4970 Rødby","Kjeld Saul

                ksau@regionsjaelland.dk
                
                    Telefon: 24826882","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Kjeld Saul
    

    ksau@regionsjaelland.dk
    
        Telefon: 24826882",Tilbuddet selv,Region Sjælland,Region,29190658,"EAN-nummer
    
        5798001865050",95.819.988 kr.,,93.414 kr.,"0,1 %",956.690 kr.,66.172.073 kr.,8.074.955 kr.,1.290.870 kr.,0 kr.,"85,64 %","0,64 %",7 %
55.685294,11.306329,Kalundborg Kommune,"Afd. Kirkebakken, Kirkebakken 7, 4470 Svebølle (Huset ved Skoven)","Fra 16.434,56 - 16.434,56 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Vilhelmshøjvej 18
    

    4593 Eskebjerg","Pernille Andersen

                info@husetvedskoven.dk
                
                    Telefon: 30623223","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Pernille Andersen
    

    info@husetvedskoven.dk
    
        Telefon: 30623223",Tilbuddet selv,S/I Huset ved Skoven,Øvrige virksomhedsformer,35088458,Socialtilsyn Øst,63.910.848 kr.,"33,48 %",-1.071.103 kr.,"-1,68 %",860.513 kr.,38.607.542 kr.,1.481.956 kr.,6.120.582 kr.,184.587 kr.,"85,83 %","0,98 %","6,11 %"
57.457243,9.994541,Hjørring Kommune,Almindelig længevarende Botilbud til voksne (Bispehuset),Fra 1.953 - 1.953 kr.,"Botilbud til længerevarende ophold, § 108","21 - Botilbud til længerevarende ophold, § 108","Østergade 54
    

    9800 Hjørring","Melissa Lauritsen Bruun

                Melissa.lauritsen.Bruun@hjoerring.dk
                
                    Telefon: 41936907","Botilbud til længerevarende ophold, § 108
    
    
        
            21 pladser -
            ingen ledige","Melissa Lauritsen Bruun
    

    Melissa.lauritsen.Bruun@hjoerring.dk
    
        Telefon: 41936907",Tilbuddet selv,Hjørring Kommune,Primærkommune,29189382,"EAN-nummer
    
        5798003590943",18.428.384 kr.,,-421.629 kr.,"-2,29 %",786.836 kr.,10.050.923 kr.,157.627 kr.,987.670 kr.,0 kr.,"65,02 %","0,49 %","24,3 %"
55.670617,12.385409,Glostrup Kommune,Bakken 11 (BO-ENHEDEN BAKKEHUSET),Fra 3.867 - 3.867 kr.,"Botilbud til længerevarende ophold, § 108","6 - Botilbud til længerevarende ophold, § 108","Bakken 7
    

    2600 Glostrup","Henning Erik Pedersen

                henning.pedersen@glostrup.dk
                
                    Telefon: 43482102","Botilbud til længerevarende ophold, § 108
    
    
        
            6 pladser -
            ingen ledige","Henning Erik Pedersen
    

    henning.pedersen@glostrup.dk
    
        Telefon: 43482102",Tilbuddet selv,Glostrup Kommune,Primærkommune,65120119,"EAN-nummer
    
        5798001592314",24.922.515 kr.,,119.323 kr.,"0,48 %",901.695 kr.,14.000.310 kr.,1.995.474 kr.,2.763.672 kr.,0 kr.,"78,89 %","0,9 %",5 %
,,,Blochs Allé 5 (Bo og Naboskab Sydlolland),Fra 2.034 - 5.498 kr.,"Botilbud til længerevarende ophold, § 108","7 - Botilbud til længerevarende ophold, § 108","Havebyvej 3
    

    4970 Rødby","Kjeld Saul

                ksau@regionsjaelland.dk
                
                    Telefon: 24826882","Botilbud til længerevarende ophold, § 108
    
    
        
            7 pladser -
            ingen ledige","Kjeld Saul
    

    ksau@regionsjaelland.dk
    
        Telefon: 24826882",Tilbuddet selv,Region Sjælland,Region,29190658,"EAN-nummer
    
        5798001865050",95.819.988 kr.,,93.414 kr.,"0,1 %",956.690 kr.,66.172.073 kr.,8.074.955 kr.,1.290.870 kr.,0 kr.,"85,64 %","0,64 %",7 %
57.338151,10.516913,Frederikshavn Kommune,Bofællesskabet Søstrene ApS,"Fra 7.727,4 - 13.165,2 kr.","Botilbud til længerevarende ophold, § 108","2 - Botilbud til længerevarende ophold, § 108","Kildevej 7A
    

    9300 Sæby","Ulla Hansen

                ullaogbrian@outlook.dk
                
                    Telefon: 40726070","Botilbud til længerevarende ophold, § 108
    
    
        
            2 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Navnet er hemmeligt
    

    ullaogbrian@outlook.dk
    
        Telefon: 21413117",Tilbuddet selv,Bofællesskabet Søstrene ApS,Anpartsselskab,44953064,Socialtilsyn Nord,,,,,,,,,,,,
55.651015,12.440409,,Boligerne Brøndbyøstervej 156B (Boligerne Brøndbyøstervej),"Fra 2.334,17 - 6.810,22 kr.","Botilbud til længerevarende ophold, § 108","24 - Botilbud til længerevarende ophold, § 108","Brøndbyøstervej 156B
    

    2605 Brøndby","Laila Aggergaard

                laiga@brondby.dk
                
                    Telefon: 43283366","Botilbud til længerevarende ophold, § 108
    
    
        

            
                24 pladser -
                Kontakt afdelingen om ledige pladser","Laila Aggergaard
    

    laiga@brondby.dk
    
        Telefon: 43283366",Tilbuddet selv,Brøndby Kommune,Primærkommune,65113015,"EAN-nummer
    
        5798001594714",46.436.465 kr.,,2.899.308 kr.,"6,24 %",0 kr.,31.402.965 kr.,1.657.871 kr.,0 kr.,0 kr.,"72,49 %","0,94 %","3,91 %"
57.457843,10.173828,Hjørring Kommune,Habitus Huset Dalgårdsvej (Habitus Husene Fjelsted),"Fra 22.271,13 - 22.271,13 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Dalgårdsvej 120
    

    9870 Sindal","Elizabeth Bergstrøm

                ehb@habitus.dk
                
                    Telefon: 20610241","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Pladsen er fleksibelt godkendt jf. §§107/108","Thomas Jørgensen
    

    tbjo@habotus.dk
    
        Telefon: 25844216",HabitusHusene Nordjylland ApS,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,78.293.856 kr.,"25,5 %",5.543.833 kr.,"7,08 %",1.755.466 kr.,44.552.175 kr.,1.331.314 kr.,3.608.590 kr.,34.996 kr.,"68,73 %",2 %,4 %
54.815622,11.196262,Lolland Kommune,HabitusHuset Avnede (HabitusHusene Toreby),"Fra 23.564,75 - 23.564,75 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","Toftegårdsvej 13
    

    4900 Nakskov","Elizabeth Haizmann Bergstrøm

                ehb@habitus.dk
                
                    Telefon: 20610241","Botilbud til længerevarende ophold, § 108
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Pladsen er fleksibelt godkendt jf. SEL §§107/108.","Marlene Hansen
    

    maha@habitus.dk
    
        Telefon: 25844283",Tilbuddet selv,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,,,,,,,,,,,,
,,,Havebyvej 3 (Bo og Naboskab Sydlolland),Fra 2.034 - 5.498 kr.,"Botilbud til længerevarende ophold, § 108","7 - Botilbud til længerevarende ophold, § 108","Havebyvej 3
    

    4970 Rødby","Kjeld Saul

                ksau@regionsjaelland.dk
                
                    Telefon: 24826882","Botilbud til længerevarende ophold, § 108
    
    
        
            7 pladser -
            ingen ledige","Kjeld Saul
    

    ksau@regionsjaelland.dk
    
        Telefon: 24826882",Tilbuddet selv,Region Sjælland,Region,29190658,"EAN-nummer
    
        5798001865050",95.819.988 kr.,,93.414 kr.,"0,1 %",956.690 kr.,66.172.073 kr.,8.074.955 kr.,1.290.870 kr.,0 kr.,"85,64 %","0,64 %",7 %
55.751845,12.511578,Gentofte Kommune,Pilekrogen,"Fra 3.723,96 - 4.528,94 kr.","Botilbud til længerevarende ophold, § 108","16 - Botilbud til længerevarende ophold, § 108","Sognevej 21
    

    2820 Gentofte","Marie-Louise Dyhrberg

                mdyh@gentofte.dk
                
                    Telefon: 21777386","Botilbud til længerevarende ophold, § 108
    
    
        
            16 pladser -
            ingen ledige","Marie-Louise Dyhrberg
    

    mdyh@gentofte.dk
    
        Telefon: 21777386",Tilbuddet selv,Gentofte Kommune,Primærkommune,19438414,"EAN-nummer
    
        5798008659706",,,,,,,,,,,,
55.318388,12.397791,Stevns Kommune,Sampovig Tranekær (Marjatta Voksencentre),"Fra 2.065,41 - 5.818,45 kr.","Botilbud til længerevarende ophold, § 108","7 - Botilbud til længerevarende ophold, § 108","Trommeslagervej 14E
    

    4660 Store Heddinge","Bernhard Franz Schmitz

                marjatta@marjatta.dk
                
                    Telefon: 55965119","Botilbud til længerevarende ophold, § 108
    
    
        
            7 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Normering er oplyst ud fra grundtaksten §108. Udvidet takst har yderligere 14 Borgerrettede timer","Bernhard Franz Schmitz
    

    marjatta@marjatta.dk
    
        Telefon: 55965119",Tilbuddet selv,Driftsfonden Marjatta,Fonde og andre selvejende institutioner,67278712,"EAN-nummer
    
        5798001865289",97.008.501 kr.,0 %,2.903.844 kr.,"2,99 %",1.040.289 kr.,47.108.111 kr.,0 kr.,14.493.791 kr.,28.356 kr.,"77,77 %","2,19 %","9,47 %"
55.209041,11.84993,Næstved Kommune,Sofiegården Clarahus (Marjatta Voksencentre),"Fra 2.479,45 - 4.022,06 kr.","Botilbud til længerevarende ophold, § 108","7 - Botilbud til længerevarende ophold, § 108","Holmevej 26C
    

    4700 Næstved","Bernhard Franz Schmitz

                marjatta@marjatta.dk
                
                    Telefon: 55965119","Botilbud til længerevarende ophold, § 108
    
    
        
            7 pladser -
            ingen ledige","Bernhard Franz Schmitz
    

    marjatta@marjatta.dk
    
        Telefon: 55965119",Tilbuddet selv,Driftsfonden Marjatta,Fonde og andre selvejende institutioner,67278712,"EAN-nummer
    
        5798001865289",97.008.501 kr.,0 %,2.903.844 kr.,"2,99 %",1.040.289 kr.,47.108.111 kr.,0 kr.,14.493.791 kr.,28.356 kr.,"77,77 %","2,19 %","9,47 %"
