Latitude,Longitude,Kommune,Navn,Takster,Tilbudstyper,Pladser_på_tilbudstypen,Adresse,Kontaktperson,Pladser,Leder,Driftsherre,Virksomhedens_navn,Virksomhedsform,CVR,Tilsynsførende_myndighed,Årsomsætning,Soliditetsgrad,Overskud,Overskud_vs_omsætning,Løn_leder,Løn_personale,Løn_administration,Omkostninger_eksternt,Bestyrelseshonorarer,Løn_vs_omsætning,Omkostninger_til_kompetenceudvikling_vs_omsætning,Ejendomsomkostninger_vs_omsætning
56.904531,9.485243,Vesthimmerlands Kommune,Gundersted Købmandsgård 2 (Gundersted Købmandsgård),Fra 679 - 679 kr.,"Aktivitets- og samværstilbud, § 104","5 - Aktivitets- og samværstilbud, § 104","Gunderstedvej 43
    

    9240 Nibe","Kenneth Bach Christensen

                kbc@vesthimmerland.dk
                
                    Telefon: 21639068","Aktivitets- og samværstilbud, § 104
    
    
        

            
                5 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Har du lyst til at stå i Butik?
Har du lyst til Grøn Gruppe?
Har du lyst til dyr ( høns og Alpaka )
Er ikke kørestoleegnet.","Kenneth Bach Christensen
    

    kbc@vesthimmerland.dk
    
        Telefon: 21639068",Tilbuddet selv,Vesthimmerlands Kommune,Primærkommune,29189471,"EAN-nummer
    
        5798004133217",,,,,,,,,,,,
56.16025,10.206485,Aarhus Kommune,Hamlet,,"Aktivitets- og samværstilbud, § 104","30 - Aktivitets- og samværstilbud, § 104","Nørre Allé 30
    

    8000 Aarhus C","Helle Kristensen

                kontakt@hamlet3-1.dk
                
                    Telefon: 28900819","Aktivitets- og samværstilbud, § 104
    
    
        

            
                30 pladser -
                Kontakt afdelingen om ledige pladser","Helle Kristensen
    

    kontakt@hamlet3-1.dk
    
        Telefon: 28900819",,Hamlet,Frivillig forening,31650534,Aarhus Kommune,,,,,,,,,,,,
55.083821,8.93383,Tønder Kommune,Hasselvej 1B (Aktivitets- og samværstilbuddet Vongshøj),Fra 286 - 572 kr.,"Aktivitets- og samværstilbud, § 104","21 - Aktivitets- og samværstilbud, § 104","Nørregade 30
    

    6240 Løgumkloster","Marianne Styrk

                mst@toender.dk
                
                    Telefon: 29432494","Aktivitets- og samværstilbud, § 104
    
    
        

            
                21 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Hasselvej 1B er inddelt i 4 mindre grupper, hvor mange af borgerne i tilbuddet har mulighed for at trække sig tilbage i eget rum og dermed vælge og fravælge det større fællesskab alt efter aktuel formåen.","Marianne Styrk
    

    mst@toender.dk
    
        Telefon: 29432494",Tilbuddet selv,Tønder Kommune,Primærkommune,29189781,"EAN-nummer
    
        5798005031017",,,,,,,,,,,,
57.04603,9.932946,Aalborg Kommune,Hjerterummet,Fra 0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","Østerbro 20
    

    9000 Aalborg","Klaus Abildgaard

                kab@blaakors.dk
                
                    Telefon: 61241450","Aktivitets- og samværstilbud, § 104
    
    
        

            
                40 pladser -
                Kontakt afdelingen om ledige pladser","Klaus Abildgaard
    

    kab@blaakors.dk
    
        Telefon: 61241450",Tilbuddet selv,Blå Kors Danmark,Forening,60786615,Fredericia Kommune,,,,,,,,,,,,
56.161259,10.209409,Aarhus Kommune,KFUK'S sociale arbejde Reden Aarhus,Fra 0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","Sjællandsgade 6
    

    8000 Aarhus C","Joan Hougaard

                aarhus@reden.dk
                
                    Telefon: 86189644","Aktivitets- og samværstilbud, § 104
    
    
        

            
                25 pladser -
                Kontakt afdelingen om ledige pladser","Joan Hougaard
    

    aarhus@reden.dk
    
        Telefon: 86189644",Tilbuddet selv,KFUK'S SOCIALE ARBEJDE,Forening,27093612,Københavns Kommune,,,,,,,,,,,,
,,,Livsværkstederne i Gellerup,Fra 0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","80 - Aktivitets- og samværstilbud, § 104","Gudrunsvej 7, kl.  4
    

    8220 Brabrand","Gritt Rhinstrøm Kristensen

                post@kfumsoc.dk
                
                    Telefon: 31684470","Aktivitets- og samværstilbud, § 104
    
    
        

            
                80 pladser -
                Kontakt afdelingen om ledige pladser","Gritt Kristensen
    

    post@kfumsoc.dk
    
        Telefon: 31684470",Tilbuddet selv,Livsværkstederne Cafe Vita Gellerup,Øvrige virksomhedsformer,25151739,Aarhus Kommune,,,,,,,,,,,,
57.445587,10.013211,Hjørring Kommune,Mirabell (NBV / Mirabell),Fra 390 - 390 kr.,"Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","Georg Jensens Vej 12
    

    9800 Hjørring","Anne Mette Drustrup

                amkd@hjoerring.dk
                
                    Telefon: 41226455","Aktivitets- og samværstilbud, § 104
    
    
        

            
                25 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Mirabell er for borgere, som ikke bruger kørestol eller rollator samt selv kan komme på toilet","Anne Mette Drustrup
    

    amkd@hjoerring.dk
    
        Telefon: 41226455",Tilbuddet selv,Hjørring Kommune,Primærkommune,29189382,"EAN-nummer
    
        5798003596754",,,,,,,,,,,,
55.990218,12.352162,Hillerød Kommune,Pibergården Lavuk,"Fra 460,78 - 1.724,83 kr.","Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","Nødebovej 56
    

    3480 Fredensborg","Katrine Bang

                khb@lavuk.dk
                
                    Telefon: 48484501","Aktivitets- og samværstilbud, § 104
    
    
        

            
                25 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Vi har en blanding af støttebehov for vores 25 pladser.","Katrine Bang
    

    khb@lavuk.dk
    
        Telefon: 48484501",Tilbuddet selv,Pibergaarden,Øvrige virksomhedsformer,25903293,Hillerød Kommune,,,,,,,,,,,,
55.869344,9.839046,Horsens Kommune,SAS Værestedet Væksthuset,Fra 98 - 98 kr.,"Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","Tordenskjoldsgade 23
    

    8700 Horsens","Anna Laursen

                ala@horsens.dk
                
                    Telefon: 51835921","Aktivitets- og samværstilbud, § 104
    
    
        
            40 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            der er tale om et åbent tilbud uden visitation for borgere i Horsens kommune","Anna Laursen
    

    ala@horsens.dk
    
        Telefon: 51835921",Tilbuddet selv,Horsens Kommune,Primærkommune,29189889,"EAN-nummer
    
        5798006171064",,,,,,,,,,,,
,,,Værestedet Langesøgården,,"Aktivitets- og samværstilbud, § 104",,"Lærkevej 48A -3
    

    6430 Nordborg","Ulla Rossen

                uros@sonderborg.dk
                
                    Telefon: 23243652","Aktivitets- og samværstilbud, § 104
    
    
        
            0 pladser -
            ingen ledige","Ulla Rossen
    

    uros@sonderborg.dk
    
        Telefon: 23243652",,Sønderborg Kommune,Primærkommune,29189773,Sønderborg Kommune,,,,,,,,,,,,
55.181845,10.526782,Faaborg-Midtfyn Kommune,Aktivitetscenter Egebo (Seniorcenter Egebo),Fra 469 - 469 kr.,"Aktivitets- og samværstilbud, § 104","9 - Aktivitets- og samværstilbud, § 104","Egeparken 64
    

    5772 Kværndrup","Birgit Søgren Nielsen

                bisni@fmk.dk
                
                    Telefon: 72536875","Aktivitets- og samværstilbud, § 104
    
    
        

            
                9 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 9 pladser forbeholdt beboere på botilbuddet","Birgit Søgren Nielsen
    

    bisni@fmk.dk
    
        Telefon: 72536875",Tilbuddet selv,Faaborg-Midtfyn Kommune,Primærkommune,29188645,"EAN-nummer
    
        5798006902255",13.211.602 kr.,,-83.558 kr.,"-0,63 %",75.751 kr.,9.001.919 kr.,179.681 kr.,1.793.540 kr.,0 kr.,"86,61 %","0,45 %","4,8 %"
56.174416,10.118052,Aarhus Kommune,Athena (Holmstrupgård),"Fra 290,97 - 290,97 kr.","Aktivitets- og samværstilbud, § 104","12 - Aktivitets- og samværstilbud, § 104","Holmstrupgårdvej 39
    

    8220 Brabrand","Trine Malver

                TrinePaludan.Malver@ps.rm.dk
                
                    Telefon: 78478600","Aktivitets- og samværstilbud, § 104
    
    
        

            
                12 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 12 pladser forbeholdt beboere på botilbuddet","Rasmus Ladefoged
    

    rasdin@rm.dk
    
        Telefon: 51732553",Tilbuddet selv,Den selvejende institution Holmstrupgård,Øvrige virksomhedsformer,15088672,"EAN-nummer
    
        5798002796292",97.376.719 kr.,0 %,8.196.047 kr.,"8,42 %",1.016.368 kr.,47.359.318 kr.,7.341.783 kr.,5.833.094 kr.,0 kr.,"68,15 %","0,98 %","5,12 %"
54.922757,9.781673,Sønderborg Kommune,Bosager Aktivitet og Samværstilbud - BAS (Botilbud Bosager),Fra 400 - 400 kr.,"Aktivitets- og samværstilbud, § 104","53 - Aktivitets- og samværstilbud, § 104","Bosager 2
    

    6400 Sønderborg","Steen Boris Hansen

                sbha@sonderborg.dk
                
                    Telefon: 27900125","Aktivitets- og samværstilbud, § 104
    
    
        

            
                53 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 27 pladser forbeholdt beboere på botilbuddet","Steen Boris Hansen
    

    sbha@sonderborg.dk
    
        Telefon: 27900125",Tilbuddet selv,Sønderborg Kommune,Primærkommune,29189773,"EAN-nummer
    
        5798005157014",39.887.352 kr.,,-1.216.516 kr.,"-3,05 %",832.347 kr.,34.388.391 kr.,543.541 kr.,206.401 kr.,0 kr.,"92,7 %","1,3 %","2,6 %"
55.238481,10.461499,Faaborg-Midtfyn Kommune,"Centrumværkstedet (Autismecenter Syddanmark, Æblehaven, Holmehøj og Kirkevej)",Fra 508 - 2.280 kr.,"Aktivitets- og samværstilbud, § 104","18 - Aktivitets- og samværstilbud, § 104","Gestelevvej 14
    

    5750 Ringe","Anne-Mette Sørensen

                amso@rsyd.dk
                
                    Telefon: 30324621","Aktivitets- og samværstilbud, § 104
    
    
        

            
                18 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 15 pladser forbeholdt beboere på botilbuddet","Niels Christian Hansen
    

    nicfha@rsyd.dk
    
        Telefon: 994431989",Tilbuddet selv,Region Syddanmark,Region,29190909,"EAN-nummer
    
        5798002571561",22.075.000 kr.,,-329.000 kr.,"-1,49 %",650.000 kr.,15.218.000 kr.,1.107.000 kr.,839.000 kr.,0 kr.,"80,7 %","1,04 %","6,4 %"
56.161601,9.532909,Silkeborg Kommune,Dagtilbud i hjemmet (Botilbuddet Solbakkevej),Fra 310 - 1.006 kr.,"Aktivitets- og samværstilbud, § 104","10 - Aktivitets- og samværstilbud, § 104","Solbakkevej 20A
    

    8600 Silkeborg","Lene Havn

                Lene.havn@silkeborg.dk
                
                    Telefon: 21561630","Aktivitets- og samværstilbud, § 104
    
    
        
            10 pladser -
            ingen ledige","Lene Havn
    

    Lene.havn@silkeborg.dk
    
        Telefon: 21561630",Tilbuddet selv,Silkeborg Kommune,Primærkommune,29189641,"EAN-nummer
    
        5798005641889",15.021.595 kr.,,929.099 kr.,"6,19 %",343.035 kr.,11.072.989 kr.,215.266 kr.,0 kr.,0 kr.,"77,43 %","0,12 %","7,94 %"
55.397876,10.381456,Odense Kommune,FOF FREDERICIA,"Fra 67,35 - 67,35 kr.","Aktivitets- og samværstilbud, § 104","15 - Aktivitets- og samværstilbud, § 104","Vindegade 72
    

    5000 Odense C","Tina Quast

                kunstskolen@fof-ofm.dk
                
                    Telefon: 51366052","Aktivitets- og samværstilbud, § 104
    
    
        
            15 pladser -
            ingen ledige","Tina Quast
    

    info@fof-ofm.dk
    
        Telefon: 66116845",Tilbuddet selv,FOF Fyn-Fredericia,Forening,37560014,Odense Kommune,,,,,,,,,,,,
55.0623,9.404226,Aabenraa Kommune,Fuldtræfferen,Fra 0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","Uglekær 4
    

    6200 Aabenraa","Annette Skau Boisen

                aboi@aabenraa.dk
                
                    Telefon: 73768572","Aktivitets- og samværstilbud, § 104
    
    
        

            
                40 pladser -
                Kontakt afdelingen om ledige pladser","Navnet er hemmeligt
    

    tlm@aabenraa.dk
    
        Telefon: 51241546",Tilbuddet selv,Aabenraa Kommune,Primærkommune,29189854,"EAN-nummer
    
        5798005101970",,,,,,,,,,,,
55.325836,8.775107,Esbjerg Kommune,Kastanie Alle 5 (Udviklingscenter Vest - Bøge Alle 123-127),Fra 154 - 154 kr.,"Aktivitets- og samværstilbud, § 104","16 - Aktivitets- og samværstilbud, § 104","Bøge Alle 14
    

    6760 Ribe","Morten Jensen

                ucv@esbjerg.dk
                
                    Telefon: 76168400","Aktivitets- og samværstilbud, § 104
    
    
        
            16 pladser -
            ingen ledige","Morten Jensen
    

    ucv@esbjerg.dk
    
        Telefon: 76168400",Tilbuddet selv,Esbjerg Kommune,Primærkommune,29189803,"EAN-nummer
    
        5798004983355",36.171.419 kr.,,495.919 kr.,"1,37 %",1.200.934 kr.,21.456.044 kr.,323.261 kr.,6.940.904 kr.,0 kr.,"84,22 %","0,9 %","2,8 %"
55.438735,12.147769,Køge Kommune,Klemmen,"Fra 321,3 - 321,3 kr.","Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","Søbækvej 2
    

    4600 Køge","Susanne Trap

                susanne.trap@koege.dk
                
                    Telefon: 28792243","Aktivitets- og samværstilbud, § 104
    
    
        

            
                25 pladser -
                Kontakt afdelingen om ledige pladser","Susanne Trap
    

    susanne.trap@koege.dk
    
        Telefon: 28792243",Tilbuddet selv,Køge Kommune,Primærkommune,29189374,"EAN-nummer
    
        5798007765965",,,,,,,,,,,,
57.044336,9.890361,Aalborg Kommune,Kraftværket,Fra 266 - 355 kr.,"Aktivitets- og samværstilbud, § 104","28 - Aktivitets- og samværstilbud, § 104","Poppelvej 14
    

    9000 Aalborg","Morten Højgaard

                fagc-soc-psyk@aalborg.dk
                
                    Telefon: 31990089","Aktivitets- og samværstilbud, § 104
    
    
        

            
                28 pladser -
                Kontakt afdelingen om ledige pladser","Morten Højgaard
    

    fagc-soc-psyk@aalborg.dk
    
        Telefon: 31990089",Tilbuddet selv,Aalborg Kommune,Primærkommune,29189420,"EAN-nummer
    
        5798003745046",,,,,,,,,,,,
55.422787,11.360437,Slagelse Kommune,Kulturhuset (Enhed for handicap - § 104 Slagelse),Fra 129 - 147 kr.,"Aktivitets- og samværstilbud, § 104","50 - Aktivitets- og samværstilbud, § 104","Rosenkildevej 85
    

    4200 Slagelse","Inge Lindegaard Kristensen

                ickri@slagelse.dk
                
                    Telefon: 21274280","Aktivitets- og samværstilbud, § 104
    
    
        

            
                50 pladser -
                Kontakt afdelingen om ledige pladser","Susanne Peitersen
    

    svjen@slagelse.dk
    
        Telefon: 20454665",Tilbuddet selv,Slagelse Kommune,Primærkommune,29188505,"EAN-nummer
    
        5798007363567",,,,,,,,,,,,
55.869852,9.851994,Horsens Kommune,Kunstskolen Snurretoppen,"Fra 211,79 - 211,79 kr.","Aktivitets- og samværstilbud, § 104","15 - Aktivitets- og samværstilbud, § 104","Ane Staunings Vej 21B
    

    8700 Horsens","Stig Josefsen

                sjo@fof.dk
                
                    Telefon: 25141064","Aktivitets- og samværstilbud, § 104
    
    
        

            
                15 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Tilbuddet er et paragraf 104 tilbud og taktsen dækker omkostninger til handicapområdet. Ligeledes modtager tilbuddet tilskud på folkeoplysningsområdet til lærertimer og derfor må eksterne kommuner påregne mellemkommunal refusion på folkeoplysningsområdet","Stig Josefsen
    

    sjo@fof.dk
    
        Telefon: 25141064",Tilbuddet selv,FOF Sydøstjylland S/I,Øvrige virksomhedsformer,14778780,Horsens Kommune,,,,,,,,,,,,
55.752284,12.507025,Gentofte Kommune,Natur og Samvær (Job- og Aktivitetscenteret),"Fra 1.109,66 - 1.968,33 kr.","Aktivitets- og samværstilbud, § 104","6 - Aktivitets- og samværstilbud, § 104","Bank-Mikkelsens Vej 17
    

    2820 Gentofte","Maybritt Perlt Jeppesen

                mpj@gentofte.dk
                
                    Telefon: 51418855","Aktivitets- og samværstilbud, § 104
    
    
        

            
                6 pladser -
                Kontakt afdelingen om ledige pladser","Ann-Christina Andreasen
    

    acma@gentofte.dk
    
        Telefon: 45280530",Tilbuddet selv,Gentofte Kommune,Primærkommune,19438414,"EAN-nummer
    
        5798008659607",,,,,,,,,,,,
55.632916,12.007373,Roskilde Kommune,Naturgruppen (ITC Roskilde),Fra 842 - 842 kr.,"Aktivitets- og samværstilbud, § 104","6 - Aktivitets- og samværstilbud, § 104","Industrileddet 4
    

    4000 Roskilde","Dorte Birgitte Birkmose

                dortebj@roskilde.dk
                
                    Telefon: 46317160","Aktivitets- og samværstilbud, § 104
    
    
        
            6 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Modtager ikke kørestolsbrugere.","Dorte Birgitte Birkmose
    

    dortebj@roskilde.dk
    
        Telefon: 46317160",Tilbuddet selv,Roskilde Kommune,Primærkommune,29189404,"EAN-nummer
    
        5798001755139",,,,,,,,,,,,
55.702709,12.535305,Københavns Kommune,Netværk for kvinder + 40 (Kirkens Korshær Drejervej),Fra 0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","15 - Aktivitets- og samværstilbud, § 104","Drejervej 6
    

    2400 København NV","Hanne Kirstine Okwera

                ho@kirkenskorshaer.dk
                
                    Telefon: 50522880","Aktivitets- og samværstilbud, § 104
    
    
        

            
                15 pladser -
                Kontakt afdelingen om ledige pladser","Hanne Kirstine Okwera
    

    ho@kirkenskorshaer.dk
    
        Telefon: 50522880",Tilbuddet selv,Kirkens Korshær,Forening,82883711,Københavns Kommune,,,,,,,,,,,,
54.999608,11.908293,Vordingborg Kommune,Paletten (Autismeområdet - aktivitets- og beskæftigelsestilbud),Fra 647 - 1.982 kr.,"Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","Færgegaardsvej 15
    

    4760 Vordingborg","Trine Mangor

                trma@vordingborg.dk
                
                    Telefon: 21538849","Aktivitets- og samværstilbud, § 104
    
    
        
            40 pladser -
            ingen ledige","Birgit Hansen
    

    birha@vordingborg.dk
    
        Telefon: 30680899",Tilbuddet selv,Vordingborg Kommune,Primærkommune,29189676,"EAN-nummer
    
        5798007236274",,,,,,,,,,,,
,,,"Rutebilstationen, Aalestrup",Fra 434 - 434 kr.,"Aktivitets- og samværstilbud, § 104","15 - Aktivitets- og samværstilbud, § 104","Busgade 10A, 1. 
    

    9620 Aalestrup","Kenneth Bach Christensen

                kbc@vesthimmerland.dk
                
                    Telefon: 21639068","Aktivitets- og samværstilbud, § 104
    
    
        

            
                15 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Drift af Aalestrup Rutebilsstation med kiosk og Café.","Kenneth Christensen
    

    kbc@vesthimmerland.dk
    
        Telefon: 21639068",Tilbuddet selv,Vesthimmerlands Kommune,Primærkommune,29189471,"EAN-nummer
    
        5798004133217",,,,,,,,,,,,
56.200727,10.183907,Aarhus Kommune,"SMIL TV Aarhus (Aktivitetstilbuddene Idrætscenter Aarhus, SMIL TV, og Karavana)",Fra 123 - 494 kr.,"Aktivitets- og samværstilbud, § 104","8 - Aktivitets- og samværstilbud, § 104","Graham Bells Vej 1A
    

    8200 Aarhus N","Uffe Lindequist Dittmer

                cbb@msb.aarhus.dk
                
                    Telefon: 61667002","Aktivitets- og samværstilbud, § 104
    
    
        
            8 pladser -
            ingen ledige","Uffe Lindequist Dittmer
    

    cbb@msb.aarhus.dk
    
        Telefon: 61667002",Tilbuddet selv,Aarhus Kommune,Primærkommune,55133018,"EAN-nummer
    
        5798005776246",,,,,,,,,,,,
55.707093,12.559507,Københavns Kommune,Ungehuset Fontana (Fountain House København),"Fra 201,29 - 201,29 kr.","Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","Teglværksgade 22
    

    2100 København Ø","Maria Clemensen

                maria@fountain-house.dk
                
                    Telefon: 23108196","Aktivitets- og samværstilbud, § 104
    
    
        

            
                40 pladser -
                Kontakt afdelingen om ledige pladser","Maria Clemensen
    

    maria@fountain-house.dk
    
        Telefon: 23108196",Tilbuddet selv,S/I Fountain House København,Øvrige virksomhedsformer,42965472,"EAN-nummer
    
        5790000311606",,,,,,,,,,,,
