Latitude,Longitude,Kommune,Navn,Takster,Tilbudstyper,Pladser_på_tilbudstypen,Adresse,Kontaktperson,Pladser,Leder,Driftsherre,Virksomhedens_navn,Virksomhedsform,CVR,Tilsynsførende_myndighed,Årsomsætning,Soliditetsgrad,Overskud,Overskud_vs_omsætning,Løn_leder,Løn_personale,Løn_administration,Omkostninger_eksternt,Bestyrelseshonorarer,Løn_vs_omsætning,Omkostninger_til_kompetenceudvikling_vs_omsætning,Ejendomsomkostninger_vs_omsætning
55.522828,9.482386,Kolding Kommune,Centervej 19 (Bo- og Støttetilbud Centervej),Fra 3.536 - 3.536 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Centervej 7
    

    6000 Kolding","Axel Emiliussen Rømer

                axero@kolding.dk
                
                    Telefon: 21541226","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            8 pladser -
            ingen ledige","Axel Rømer
    

    axero@kolding.dk
    
        Telefon: 21541226",Tilbuddet selv,Kolding Kommune,Primærkommune,29189897,"EAN-nummer
    
        5798005348542",41.602.793 kr.,,207.745 kr.,"0,5 %",476.165 kr.,28.438.264 kr.,614.209 kr.,4.877.498 kr.,0 kr.,"87,85 %","0,66 %","3,24 %"
55.499702,9.85725,Middelfart Kommune,Hus D (Fælleshåb),Fra 1.947 - 2.731 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Bogensevej 123
    

    5500 Middelfart","Lotte Damholm

                lotte.damholm@middelfart.dk
                
                    Telefon: 23701804","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        

            
                10 pladser -
                Kontakt afdelingen om ledige pladser","Marie Skovbo
    

    Marie.skovbo@middelfart.dk
    
        Telefon: 21766357",Tilbuddet selv,Middelfart Kommune,Primærkommune,29189684,"EAN-nummer
    
        5798006506385",22.251.943 kr.,,107.000 kr.,"0,48 %",501.019 kr.,15.395.435 kr.,1.373.717 kr.,1.158.014 kr.,0 kr.,"85,5 %","0,6 %","2,89 %"
55.754365,12.496313,Gladsaxe Kommune,Kellersvej 6ABD (Kellersvej 6),Fra 2.280 - 6.548 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","18 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Kellersvej 6A
    

    2860 Søborg","Lea Isaksen

                handicaptilbud@gladsaxe.dk
                
                    Telefon: 39573336","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        

            
                18 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Hvis du ønsker at købe en plads på tilbuddet, skal du udfylde ansøgningsformularen på nedenstående link (kopier linket, åben et nyt vindue og indsæt link): https://www.borgeronline.dk/159/NemForm/Nemform326","Kristian Andersen
    

    handicaptilbud@gladsaxe.dk
    
        Telefon: 39573780",Tilbuddet selv,Gladsaxe Kommune,Primærkommune,62761113,"EAN-nummer
    
        5798001595117",40.540.841 kr.,,-553.713 kr.,"-1,37 %",1.488.736 kr.,31.271.867 kr.,670.028 kr.,236.970 kr.,0 kr.,"83,98 %","1,08 %","7,89 %"
57.162516,10.283881,Brønderslev Kommune,Lundagervej 42A (Lundagervej 40A),Fra 1.681 - 2.099 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Lundagervej 40A
    

    9330 Dronninglund","Camilla Holland

                CHOL@99454545.dk
                
                    Telefon: 99455295","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        

            
                8 pladser -
                Kontakt afdelingen om ledige pladser","Camilla Holland
    

    CHOL@99454545.dk
    
        Telefon: 99455295",Tilbuddet selv,Brønderslev Kommune,Primærkommune,29189501,"EAN-nummer
    
        5798003651354",5.105.494 kr.,,-199.609 kr.,"-3,91 %",328.456 kr.,4.334.984 kr.,110.692 kr.,0 kr.,0 kr.,"93,51 %","0,55 %","0,83 %"
,,,Lyngsø (Bo og støtte),Fra 1.256 - 1.256 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Sydtoften 411B, st.  1
    

    7200 Grindsted","Annette Poulsen

                aly@billund.dk
                
                    Telefon: 41721418","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            8 pladser -
            ingen ledige","Annette Poulsen
    

    aly@billund.dk
    
        Telefon: 41721418",Tilbuddet selv,Billund Kommune,Primærkommune,29189765,"EAN-nummer
    
        5798005439820",27.387.603 kr.,,-98.125 kr.,"-0,36 %",661.298 kr.,22.236.533 kr.,480.897 kr.,265.873 kr.,0 kr.,"86,33 %","0,47 %","5,05 %"
,,,Morsø Bosteder Lupinvej (Morsø Bostederne),"Fra 2.045,25 - 2.045,25 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","23 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Lupinvej 7A, st.  1
    

    7900 Nykøbing M","Bente Jensen

                bfj@morsoe.dk
                
                    Telefon: 99706854","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            23 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Bente Jensen
    

    bfj@morsoe.dk
    
        Telefon: 99706854",Tilbuddet selv,Morsø Kommune,Primærkommune,41333014,"EAN-nummer
    
        5798003045702",33.942.477 kr.,,-183.838 kr.,"-0,54 %",689.417 kr.,23.517.011 kr.,850.908 kr.,3.223.043 kr.,0 kr.,"85,81 %","0,99 %","3,53 %"
56.119875,12.319147,Gribskov Kommune,Plejecenter Bakkebo,,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
            
        
            
                Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1",,"Østre Alle 30
    

    3250 Gilleleje","Gitte Andersen

                gitte.andersen@aleris.dk
                
                    Telefon: 30785570","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            0 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            0 pladser -
            ingen ledige","Gitte Andersen
    

    gitte.andersen@aleris.dk
    
        Telefon: 30785570",,Gribskov Kommune,Primærkommune,29188440,Gribskov Kommune,,,,,,,,,,,,
55.636189,12.284121,Høje-Taastrup Kommune,Thorsholm,Fra 736 - 736 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","11 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Agersøvej 22
    

    2630 Taastrup","Lone Rasmussen

                LoneRas@htk.dk
                
                    Telefon: 26177395","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        

            
                11 pladser -
                Kontakt afdelingen om ledige pladser","Mette Rie Olsen
    

    metteol@htk.dk
    
        Telefon: 30359272",Tilbuddet selv,Høje-Taastrup Kommune,Primærkommune,19501817,"EAN-nummer
    
        5798008906671",,,,,,,,,,,,
56.959646,9.246609,Vesthimmerlands Kommune,"Tilbuddene i Løgstør, Bøgevej 3, Hus D",Fra 3.787 - 3.787 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","6 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Bøgevej 3
    

    9670 Løgstør","Michele Oxlade

                miox@vesthimmerland.dk
                
                    Telefon: 99669554","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            6 pladser -
            ingen ledige","Michele Oxlade
    

    miox@vesthimmerland.dk
    
        Telefon: 99669554",Tilbuddet selv,Vesthimmerlands Kommune,Primærkommune,29189471,"EAN-nummer
    
        5798004133200",,,,,,,,,,,,
56.164864,9.529545,Silkeborg Kommune,Vesterbo,Fra 762 - 1.662 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","32 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Vestergade 144
    

    8600 Silkeborg","Maja Bollerup

                MajaBirch.Bollerup@silkeborg.dk
                
                    Telefon: 24918159","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            32 pladser -
            ingen ledige","Maja Bollerup
    

    MajaBirch.Bollerup@silkeborg.dk
    
        Telefon: 24918159",Tilbuddet selv,Silkeborg Kommune,Primærkommune,29189641,"EAN-nummer
    
        5798005644613",,,,,,,,,,,,
56.770969,9.874628,Mariagerfjord Kommune,Blå Kors Rold Skov Netværksboliger - Bakken (Blå Kors Rold Skov),"Fra 327,57 - 327,57 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","7 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Høftemarksvej 1
    

    9510 Arden","Jacob Andersen

                jka@blaakors.dk
                
                    Telefon: 98562555","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            7 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Udelukkende intern visitation.","Jacob Andersen
    

    jka@blaakors.dk
    
        Telefon: 98562555",Tilbuddet selv,Blå Kors Rold Skov,Øvrige virksomhedsformer,14578307,Socialtilsyn Midt,25.781.000 kr.,"80,4 %",-38.000 kr.,"-0,15 %",799.000 kr.,9.444.000 kr.,3.960.000 kr.,1.354.000 kr.,4.000 kr.,"63,14 %","2,8 %","13,2 %"
56.955793,8.709443,Thisted Kommune,Bofællesskabet Aspevej,Fra 769 - 1.186 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","7 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Aspevej 17
    

    7700 Thisted","Anna-Grethe Sand

                ags@thisted.dk
                
                    Telefon: 21475160","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            7 pladser -
            ingen ledige","Anna-Grethe Sand
    

    ags@thisted.dk
    
        Telefon: 21475160",Tilbuddet selv,Thisted Kommune,Primærkommune,29189560,"EAN-nummer
    
        5798003990279",,,,,,,,,,,,
56.7382595,10.1060982,Mariagerfjord Kommune,Botilbud Hedevej (Botilbuddene Hadsund),Fra 1.017 - 1.817 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Ålborgvej 23A 1
    

    9560 Hadsund","Mickey  Kristian Winther

                mivpe@mariagerfjord.dk
                
                    Telefon: 30345436","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            10 pladser -
            ingen ledige","Mickey  Kristian Winther
    

    mivpe@mariagerfjord.dk
    
        Telefon: 30345436",Tilbuddet selv,Mariagerfjord Kommune,Primærkommune,29189455,"EAN-nummer
    
        5798004231180",6.026.768 kr.,,-290.861 kr.,"-4,83 %",227.997 kr.,4.565.853 kr.,60.816 kr.,569.461 kr.,0 kr.,"93,56 %","0,21 %","3,25 %"
56.631725,9.830854,Mariagerfjord Kommune,Botilbud Kirketoften,Fra 2.305 - 4.072 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","28 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Kirketoften 6
    

    9500 Hobro","Lone Christensen

                lonc1@mariagerfjord.dk
                
                    Telefon: 97115833","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            28 pladser -
            ingen ledige","Lone Christensen
    

    lonc1@mariagerfjord.dk
    
        Telefon: 97115833",Tilbuddet selv,Mariagerfjord Kommune,Primærkommune,29189455,"EAN-nummer
    
        5798004230886",,,,,,,,,,,,
,,,"Botilbuddet Egehuset, Hus B (Botilbuddet Egehuset)","Fra 7.174,89 - 7.174,89 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","1 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Poppelvej 1A, st.  10
    

    9460 Brovst","Gitte Christensen

                gir@jammerbugt.dk
                
                    Telefon: 41913653","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Gitte Christensen
    

    gir@jammerbugt.dk
    
        Telefon: 41913653",Tilbuddet selv,Jammerbugt Kommune,Primærkommune,29189439,"EAN-nummer
    
        5798003962559",13.724.981 kr.,,620.326 kr.,"4,52 %",308.908 kr.,9.848.114 kr.,312.155 kr.,1.523.000 kr.,0 kr.,"87,37 %","2,55 %","2,07 %"
55.758875,12.485751,Gladsaxe Kommune,Botilbuddet Ellekilde,Fra 1.067 - 1.067 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","7 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Elledalen 8
    

    2800 Kongens Lyngby","Lea Isaksen

                handicaptilbud@gladsaxe.dk
                
                    Telefon: 39573336","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        

            
                7 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Hvis du ønsker at købe en plads på tilbuddet, skal du udfylde ansøgningsformularen på nedenstående link (kopier linket, åben et nyt vindue og indsæt link):
 https://www.borgeronline.dk/159/NemForm/Nemform326","Kristian Andersen
    

    handicaptilbud@gladsaxe.dk
    
        Telefon: 39573780",Tilbuddet selv,Gladsaxe Kommune,Primærkommune,62761113,"EAN-nummer
    
        5798008696800",,,,,,,,,,,,
55.840606,12.070382,Frederikssund Kommune,Botilbuddet LUNDEN,Fra 2.391 - 2.391 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","16 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Frederiksborgvej 4
    

    3600 Frederikssund","Mette Line Pedersen

                melpe@frederikssund.dk
                
                    Telefon: 40436415","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            16 pladser -
            ingen ledige","Mette Line Pedersen
    

    melpe@frederikssund.dk
    
        Telefon: 40436415",Tilbuddet selv,Frederikssund Kommune,Primærkommune,29189129,"EAN-nummer
    
        5798008060120",,,,,,,,,,,,
,,,Fredericiagade (Bofællesskaberne i Fagcenter for Livskraft),Fra 576 - 1.543 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Fredericiagade 26, kl. 
    

    9000 Aalborg","Anne Marie Bøjer

                livskraft@aalborg.dk
                
                    Telefon: 99315660","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            8 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Lejlighederne er alle del af et opgangfællesskab med udgang til fælles opgang. I stuen findes fælles lejligheden som benyttes af alle borgere tilknyttet tilbuddet.","Anne Marie Bøjer
    

    livskraft@aalborg.dk
    
        Telefon: 99315660",Tilbuddet selv,Aalborg Kommune,Primærkommune,29189420,"EAN-nummer
    
        5798003747002",17.238.285 kr.,,68.689 kr.,"0,4 %",498.560 kr.,13.024.030 kr.,0 kr.,635.142 kr.,0 kr.,"84,63 %","1,33 %","2,47 %"
56.335601,10.059787,Favrskov Kommune,Gruppe 4 (Botilbud Handicap Elbæk),Fra 812 - 12.257 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","9 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1","Elbæktoften 9
    

    8370 Hadsten","Ina Schelander

                inas@favrskov.dk
                
                    Telefon: 21162297","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 1
    
    
        
            9 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Ina Schelander
    

    inas@favrskov.dk
    
        Telefon: 21162297",Tilbuddet selv,Favrskov Kommune,Primærkommune,29189714,"EAN-nummer
    
        5798004505090",31.082.000 kr.,,561.000 kr.,"1,8 %",1.387.398 kr.,20.811.893 kr.,672.555 kr.,3.005.086 kr.,0 kr.,"83,25 %","0,4 %","4,1 %"
